Student_ID,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
STU2922,312,108,2,2.1,1.8,8.17,1,0.716
STU2923,323,115,2,1.9,1.3,8.65,1,0.77
STU2924,310,108,2,3.2,4.0,9.23,1,0.825
STU2925,337,104,2,2.2,2.1,8.64,1,0.803
STU2926,310,106,4,4.0,4.5,9.29,0,0.756
STU2927,316,108,5,4.8,4.9,8.11,0,0.815
STU2928,321,98,1,3.9,3.2,10.0,1,0.803
STU2929,322,105,3,2.5,1.9,8.59,0,0.724
STU2930,302,102,3,2.3,4.4,9.48,1,0.847
STU2931,313,101,5,4.0,4.0,9.46,1,0.879
STU2932,308,113,2,4.7,4.7,7.35,0,0.824
STU2933,310,110,2,4.0,4.0,7.9,1,0.841
STU2934,333,110,2,1.4,4.6,9.22,0,0.781
STU2935,318,90,5,1.8,3.3,8.27,0,0.791
STU2936,308,102,2,4.0,3.3,9.34,0,0.809
STU2937,330,115,1,3.6,4.2,8.13,1,0.775
STU2938,308,108,5,1.8,1.4,8.61,1,0.866
STU2939,292,112,2,4.1,2.4,9.55,0,0.76
STU2940,325,112,2,3.3,4.2,8.72,0,0.82
STU2941,322,98,1,1.7,2.6,8.41,0,0.719
STU2942,310,110,5,3.1,2.0,9.2,0,0.849
STU2943,315,109,1,4.8,2.3,9.95,0,0.742
STU2944,315,107,2,1.6,4.0,8.73,1,0.766
STU2945,320,96,3,2.8,4.8,8.89,1,0.823
STU2946,330,102,5,2.0,2.7,7.65,1,0.82
STU2947,307,102,5,4.1,4.1,8.57,1,0.874
STU2948,318,111,3,2.2,3.2,8.63,1,0.836
STU2949,309,90,4,1.9,4.5,8.52,0,0.744
STU2950,304,108,4,4.7,4.2,8.63,1,0.94
STU2951,299,106,3,2.4,5.0,8.43,1,0.835
STU2952,294,119,4,2.6,3.1,8.31,0,0.775
STU2953,313,97,4,4.3,1.1,9.82,0,0.796
STU2954,334,104,1,2.5,1.6,8.63,0,0.706
STU2955,305,98,5,4.5,2.7,9.06,0,0.81
STU2956,302,96,4,4.5,2.9,8.89,1,0.863
STU2957,317,111,5,1.5,3.7,8.53,0,0.853
STU2958,296,105,1,1.4,4.4,7.64,0,0.734
STU2959,314,104,1,4.1,4.2,6.75,0,0.705
STU2960,324,90,5,1.6,4.7,7.12,0,0.733
STU2961,317,118,2,2.3,3.6,8.32,1,0.765
STU2962,312,95,3,1.3,4.6,8.87,1,0.793
STU2963,300,111,1,3.2,3.8,7.43,1,0.727
STU2964,310,98,4,3.0,2.7,8.1,0,0.746
STU2965,314,99,4,2.9,4.0,9.25,0,0.799
STU2966,326,108,1,2.7,1.7,10.0,1,0.778
STU2967,330,111,4,2.3,3.0,7.97,0,0.779
STU2968,316,109,1,3.0,3.0,8.6,1,0.721
STU2969,302,91,4,1.8,4.6,7.38,0,0.732
STU2970,303,101,5,1.2,4.6,8.25,0,0.736
STU2971,311,110,5,4.8,2.3,8.4,0,0.752
STU2972,311,118,1,3.1,4.5,8.29,0,0.712
STU2973,319,95,5,1.6,3.0,8.76,0,0.824
STU2974,302,109,1,4.8,4.8,8.85,0,0.834
STU2975,320,102,2,1.1,3.9,9.44,0,0.716
STU2976,317,115,4,3.4,4.2,8.73,1,0.901
STU2977,320,101,4,3.3,3.2,7.38,0,0.771
STU2978,318,118,3,1.7,3.8,9.25,1,0.912
STU2979,317,98,2,2.1,4.9,7.62,0,0.738
STU2980,328,107,2,5.0,2.8,8.15,1,0.882
STU2981,300,109,4,3.2,2.5,9.7,1,0.884
STU2982,326,94,2,1.6,1.2,8.76,1,0.744
STU2983,308,99,3,2.3,2.3,9.08,0,0.783
STU2984,331,114,2,1.1,4.0,8.29,1,0.8
STU2985,316,107,3,2.5,1.5,8.89,0,0.705
STU2986,310,113,1,3.1,3.6,8.94,1,0.781
STU2987,323,105,3,3.6,2.9,7.76,1,0.769
STU2988,309,91,2,3.0,3.5,7.81,0,0.703
STU2989,318,120,3,3.4,1.5,8.72,1,0.856
STU2990,314,95,5,1.7,4.9,7.0,1,0.802
STU2991,340,108,3,2.3,3.4,8.33,0,0.76
STU2992,298,105,4,2.9,4.7,7.75,1,0.847
STU2993,312,111,2,4.0,4.2,8.26,1,0.896
STU2994,290,107,2,2.5,3.5,8.32,1,0.785
STU2995,305,109,3,3.6,1.6,8.36,1,0.813
STU2996,304,104,2,1.9,1.4,8.72,0,0.679
STU2997,317,108,5,3.8,2.5,7.61,1,0.862
STU2998,340,101,2,1.5,2.5,9.47,0,0.733
STU2999,305,110,5,1.1,1.4,8.05,1,0.78
